"aid","Latitude","Longitude","Habitat_WWF","sp","int_pres"
99,0.73082,-51.57239,"Floresta","sppC",0
99,0.73082,-51.57239,"Floresta","sppD",2
99,0.73082,-51.57239,"Floresta","sppE",2
99,0.73082,-51.57239,"Floresta","sppF",0
99,0.73082,-51.57239,"Floresta","sppG",4
99,0.73082,-51.57239,"Floresta","sppH",2
99,0.73082,-51.57239,"Floresta","sppI",3
99,0.73082,-51.57239,"Floresta","sppJ",1
99,0.73082,-51.57239,"Floresta","sppK",1
100,0.7695,-51.57786,"Floresta","sppA",0
100,0.7695,-51.57786,"Floresta","sppB",1
100,0.7695,-51.57786,"Floresta","sppC",0
100,0.7695,-51.57786,"Floresta","sppD",1
100,0.7695,-51.57786,"Floresta","sppE",1
100,0.7695,-51.57786,"Floresta","sppF",1
100,0.7695,-51.57786,"Floresta","sppG",2
100,0.7695,-51.57786,"Floresta","sppH",0
100,0.7695,-51.57786,"Floresta","sppI",1
100,0.7695,-51.57786,"Floresta","sppJ",0
100,0.7695,-51.57786,"Floresta","sppK",1
101,0.74073,-51.52361,"Floresta","sppA",0
101,0.74073,-51.52361,"Floresta","sppB",1
101,0.74073,-51.52361,"Floresta","sppC",0
101,0.74073,-51.52361,"Floresta","sppD",2
101,0.74073,-51.52361,"Floresta","sppE",4
101,0.74073,-51.52361,"Floresta","sppF",0
101,0.74073,-51.52361,"Floresta","sppG",1
101,0.74073,-51.52361,"Floresta","sppH",4
101,0.74073,-51.52361,"Floresta","sppI",1
101,0.74073,-51.52361,"Floresta","sppJ",1
101,0.74073,-51.52361,"Floresta","sppK",3
102,0.72351,-51.53777,"Floresta","sppA",0
102,0.72351,-51.53777,"Floresta","sppB",0
102,0.72351,-51.53777,"Floresta","sppC",0
102,0.72351,-51.53777,"Floresta","sppD",0
102,0.72351,-51.53777,"Floresta","sppE",2
102,0.72351,-51.53777,"Floresta","sppF",0
102,0.72351,-51.53777,"Floresta","sppG",3
102,0.72351,-51.53777,"Floresta","sppH",4
102,0.72351,-51.53777,"Floresta","sppI",1
102,0.72351,-51.53777,"Floresta","sppJ",0
102,0.72351,-51.53777,"Floresta","sppK",3
103,0.93726,-51.5959,"Floresta","sppA",0
103,0.93726,-51.5959,"Floresta","sppB",0
103,0.93726,-51.5959,"Floresta","sppC",0
103,0.93726,-51.5959,"Floresta","sppD",2
103,0.93726,-51.5959,"Floresta","sppE",2
103,0.93726,-51.5959,"Floresta","sppF",1
103,0.93726,-51.5959,"Floresta","sppG",5
103,0.93726,-51.5959,"Floresta","sppH",2
103,0.93726,-51.5959,"Floresta","sppI",0
103,0.93726,-51.5959,"Floresta","sppJ",0
103,0.93726,-51.5959,"Floresta","sppK",1
104,0.7424,-51.46884,"Floresta","sppA",0
104,0.7424,-51.46884,"Floresta","sppB",1
104,0.7424,-51.46884,"Floresta","sppC",0
104,0.7424,-51.46884,"Floresta","sppD",4
104,0.7424,-51.46884,"Floresta","sppE",2
104,0.7424,-51.46884,"Floresta","sppF",0
104,0.7424,-51.46884,"Floresta","sppG",2
104,0.7424,-51.46884,"Floresta","sppH",1
104,0.7424,-51.46884,"Floresta","sppI",3
104,0.7424,-51.46884,"Floresta","sppJ",1
104,0.7424,-51.46884,"Floresta","sppK",4
105,0.72671,-51.54996,"Floresta","sppA",0
105,0.72671,-51.54996,"Floresta","sppB",1
105,0.72671,-51.54996,"Floresta","sppC",0
105,0.72671,-51.54996,"Floresta","sppD",1
105,0.72671,-51.54996,"Floresta","sppE",2
105,0.72671,-51.54996,"Floresta","sppF",0
105,0.72671,-51.54996,"Floresta","sppG",4
105,0.72671,-51.54996,"Floresta","sppH",4
105,0.72671,-51.54996,"Floresta","sppI",2
105,0.72671,-51.54996,"Floresta","sppJ",0
105,0.72671,-51.54996,"Floresta","sppK",3
106,0.74098,-51.50768,"Floresta","sppA",0
106,0.74098,-51.50768,"Floresta","sppB",1
106,0.74098,-51.50768,"Floresta","sppC",0
106,0.74098,-51.50768,"Floresta","sppD",3
106,0.74098,-51.50768,"Floresta","sppE",3
106,0.74098,-51.50768,"Floresta","sppF",0
106,0.74098,-51.50768,"Floresta","sppG",1
106,0.74098,-51.50768,"Floresta","sppH",4
106,0.74098,-51.50768,"Floresta","sppI",1
106,0.74098,-51.50768,"Floresta","sppJ",1
106,0.74098,-51.50768,"Floresta","sppK",3
